# fault No. , centroid(lon,lat,z[km]) , node1(lon,lat,z[km]) , node2(lon,lat,z[km]) , node3(lon,lat,z[km]) , mean vertex length(km) , area(km^2) , strike(deg) , dip(deg)
607.0,143.06750429270662,41.684716062122405,-7.918953232346818,143.0441961450616,41.69086830652398,-7.322829711730265,143.0803544565679,41.67335534224026,-6.585650813532084,143.0779622764903,41.68992453760298,-9.848379171778106,5.0,6021817.233752182,291.13577340683275,63.5715818589147
608.0,143.0381935260649,41.6668594950904,-1.838207807732033,143.054390069194,41.66848257733938,-3.476527414702105,143.0215022271899,41.67421461266881,-2.03702443952443,143.0386882818108,41.657881295263,-0.001071568969564396,5.0,4744329.348570483,290.99055119902306,63.60244751484354
609.0,143.10643362329003,41.66990961137329,-7.310561885052873,143.0803544565679,41.67335534224026,-6.585650813532084,143.1190404435685,41.66106413482064,-6.038870773834788,143.1199059697336,41.67530935705899,-9.307164067791746,5.0,6156783.719253327,284.3140781036645,64.51642338994483
610.0,142.9995830622698,41.69267042847315,-4.363855838273594,143.0193501951551,41.68706963871121,-4.540325262109945,142.9882522307833,41.70256719704896,-5.723774850662267,142.991146760871,41.68837444965928,-2.827467402048569,5.0,4335722.618069575,287.9623313240721,64.18282988847676
611.0,143.03174749717968,41.67658894290647,-3.35129237211216,143.0193501951551,41.68706963871121,-4.540325262109945,143.0215022271899,41.67421461266881,-2.03702443952443,143.054390069194,41.66848257733938,-3.476527414702105,5.0,4424974.2106901035,291.0361648687172,63.50997258684929
612.0,143.01976106910527,41.6683739239522,-0.6793653361643616,143.0386882818108,41.657881295263,-0.001071568969564396,143.0215022271899,41.67421461266881,-2.03702443952443,142.9990926983152,41.6730258639248,9.094947017729282e-13,5.0,4171344.0699613653,290.93739866546883,63.55150844597463
613.0,143.1372399277844,41.683709142168595,-10.745847432911432,143.1199059697336,41.67530935705899,-9.307164067791746,143.169238721762,41.67947607975189,-11.08370146778725,143.1225750918576,41.69634198969491,-11.8466767631553,5.0,7065317.581698174,282.5275801969108,47.26695306769891
614.0,143.18184437509763,41.641902977311666,-4.5653638528901865,143.1998761541965,41.64760589197762,-6.667063947449606,143.1507699611417,41.6443142893073,-3.695297205116731,143.1948870099547,41.63378875065007,-3.333730406104223,5.0,7115630.311819896,281.4272631900016,64.15049588605106
615.0,143.1726732195361,41.65107916068878,-6.216202722811128,143.1998761541965,41.64760589197762,-6.667063947449606,143.1673735432701,41.66131730078141,-8.286247015867048,143.1507699611417,41.6443142893073,-3.695297205116731,5.0,8408271.321201185,281.37154354204483,64.23068836202074
616.0,143.10529986962447,41.64218459034043,-1.1265501212443876,143.1340950749442,41.63136800043667,-0.001814526241105341,143.1035392947506,41.65246262631866,-3.377835837492057,143.0782652391787,41.64272314426596,0.0,5.0,8999890.2314749,281.50436614132565,64.3664383834075
617.0,143.1521727449219,41.672034245864104,-9.559037517148681,143.1673735432701,41.66131730078141,-8.286247015867048,143.169238721762,41.67947607975189,-11.08370146778725,143.1199059697336,41.67530935705899,-9.307164067791746,5.0,7044572.69472932,278.69695489669,54.084449810051524
618.0,143.1457279826601,41.65556524163645,-6.006804998272855,143.1673735432701,41.66131730078141,-8.286247015867048,143.1190404435685,41.66106413482064,-6.038870773834788,143.1507699611417,41.6443142893073,-3.695297205116731,5.0,8810594.06225868,281.3498696477682,64.23618980634996
619.0,143.13543998552404,41.665896930887016,-7.877427285831193,143.1199059697336,41.67530935705899,-9.307164067791746,143.1190404435685,41.66106413482064,-6.038870773834788,143.1673735432701,41.66131730078141,-8.286247015867048,5.0,7439318.8699822435,281.3038013246163,64.3237270745077
620.0,143.12946811027882,41.64271497202088,-2.3583158562832978,143.1507699611417,41.6443142893073,-3.695297205116731,143.1035392947506,41.65246262631866,-3.377835837492057,143.1340950749442,41.63136800043667,-0.001814526241105341,5.0,8074876.356533623,281.4321088886221,64.30046811305169
621.0,143.18049497861898,41.667410225969824,-9.789982827884765,143.2048726708249,41.66143729737616,-10.0,143.169238721762,41.67947607975189,-11.08370146778725,143.1673735432701,41.66131730078141,-8.286247015867048,5.0,5547249.864712517,286.83986534729956,54.55236999991059
622.0,143.07942794017083,41.66476684863276,-4.4800046885754155,143.1035392947506,41.65246262631866,-3.377835837492057,143.0803544565679,41.67335534224026,-6.585650813532084,143.054390069194,41.66848257733938,-3.476527414702105,5.0,7651974.070843212,287.61331198372363,65.92324919046021
623.0,143.19070745609716,41.656786830045064,-8.31777032110555,143.2048726708249,41.66143729737616,-10.0,143.1673735432701,41.66131730078141,-8.286247015867048,143.1998761541965,41.64760589197762,-6.667063947449606,5.0,5561026.570860596,281.31929793049306,64.13025451238393
624.0,143.10097806496233,41.662294034459855,-5.3341191416196425,143.1035392947506,41.65246262631866,-3.377835837492057,143.1190404435685,41.66106413482064,-6.038870773834788,143.0803544565679,41.67335534224026,-6.585650813532084,5.0,5459079.107056367,284.10837206908474,63.15185470344085
625.0,143.12444989982026,41.6526136834822,-4.370667938814526,143.1507699611417,41.6443142893073,-3.695297205116731,143.1190404435685,41.66106413482064,-6.038870773834788,143.1035392947506,41.65246262631866,-3.377835837492057,5.0,5762458.879899048,281.4291206367759,64.34117416621318
626.0,143.15825675265202,41.63188938100249,-1.2323705771192788,143.1899052218702,41.61998585326349,0.0,143.1507699611417,41.6443142893073,-3.695297205116731,143.1340950749442,41.63136800043667,-0.001814526241105341,5.0,9851771.15260087,281.51913797077316,64.2712067255984
627.0,143.17852073098888,41.63269629774029,-2.343009203740318,143.1948870099547,41.63378875065007,-3.333730406104223,143.1507699611417,41.6443142893073,-3.695297205116731,143.1899052218702,41.61998585326349,0.0,5.0,7114937.6500504,281.429602195263,64.17689426162146
628.0,142.28955225638128,43.38315080186212,-32.88695534452927,142.3184281307214,43.40467698589032,-35.0,142.2628816772728,43.379234731244,-30.92594150871628,142.2873469611496,43.36554068845205,-32.73492452487153,5.0,8408722.015487572,0.4555844844131867,33.520881447978304
629.0,142.02503146223228,43.35840246858479,-13.323405711703344,142.0026051074496,43.37244254467954,-11.65410684849303,142.0225718513165,43.33652757718009,-13.14324346713511,142.0499174279307,43.36623728389474,-15.1728668194819,5.0,9621314.987763666,0.09603276776148333,33.78568587551685
630.0,142.15254758723532,43.35871292329053,-22.7845957827664,142.1312054743556,43.3715512430693,-21.20134291353497,142.1531989703718,43.3333480663895,-22.84041093040469,142.1732383169786,43.37123946041278,-24.31203350435953,5.0,9744263.398586566,0.23228951935570916,33.66007205182007
631.0,142.02502112265515,43.38133352372946,-13.31944707456781,142.0026051074496,43.37244254467954,-11.65410684849303,142.0499174279307,43.36623728389474,-15.1728668194819,142.0225408325852,43.40532074261411,-13.1313675557285,5.0,10254414.12418387,0.11765909089204853,33.784393918721655
632.0,142.21162677525078,43.39339370336389,-27.138652599218094,142.1913703715279,43.40504687813722,-25.6386716469251,142.2098285074601,43.37019490847795,-27.01634344677404,142.2336814467643,43.40493932347648,-28.76094270395515,5.0,8960501.480842393,0.34770203713173103,33.584598978392975
633.0,142.14462630503456,43.30821369883313,-22.359237630833984,142.1531989703718,43.3333480663895,-22.84041093040469,142.1242410439398,43.30073443768823,-20.87874446178648,142.1564389007921,43.29055859242165,-23.35855750031078,5.0,8256932.335798341,4.902244869471462,34.10637657944347
634.0,142.15118152631968,43.38264315164806,-22.67598411031061,142.1491007876248,43.40513875146212,-22.51457591303733,142.1312054743556,43.3715512430693,-21.20134291353497,142.1732383169786,43.37123946041278,-24.31203350435953,5.0,8636834.058878874,0.25556924558806204,33.66003811300092
635.0,142.17234963894072,43.34669363780489,-24.253614609873086,142.1531989703718,43.3333480663895,-22.84041093040469,142.1906116294718,43.33549338661239,-25.60839939485504,142.1732383169786,43.37123946041278,-24.31203350435953,5.0,8379283.666162001,0.23169569544780907,33.65954893579852
636.0,142.22840706871003,43.37995254233562,-28.383020301447075,142.2336814467643,43.40493932347648,-28.76094270395515,142.2098285074601,43.37019490847795,-27.01634344677404,142.2417112519057,43.36472339505244,-29.37177475361204,5.0,7536649.691317335,0.3519496075813987,33.58748784511229
637.0,142.04571476465046,43.392277888124376,-14.855051851910199,142.0225408325852,43.40532074261411,-13.1313675557285,142.0499174279307,43.36623728389474,-15.1728668194819,142.0646860334355,43.4052756378643,-16.2609211805202,5.0,10043007.71323679,0.17010930330616333,33.749979914543815
638.0,142.06866344643154,43.382384416989936,-16.560976673258967,142.0646860334355,43.4052756378643,-16.2609211805202,142.0499174279307,43.36623728389474,-15.1728668194819,142.0913868779285,43.37564032921077,-18.24914201977481,5.0,9030977.599886725,0.16233976292330693,33.74040968742561
639.0,142.30797023689135,43.378185688131445,-34.245498262112356,142.3184281307214,43.40467698589032,-35.0,142.2873469611496,43.36554068845205,-32.73492452487153,142.318135618803,43.36433939005196,-35.00157026146553,5.0,7552392.646269071,0.4457824518052763,33.51510663506069
640.0,142.12988606604415,43.32306974165271,-21.174043958463397,142.1122181838208,43.3351267208804,-19.80297648319902,142.1242410439398,43.30073443768823,-20.87874446178648,142.1531989703718,43.3333480663895,-22.84041093040469,5.0,8460946.711712914,4.220172883676287,33.687985848948415
641.0,142.02555510163492,43.31625322616537,-13.429233067960316,142.0225718513165,43.33652757718009,-13.14324346713511,142.0093982698216,43.30850540856302,-12.23982361563958,142.0446951837667,43.30372669275302,-14.90463212110626,5.0,6458308.37163535,2.3322519892968328,34.06553721248299
642.0,142.30919666170064,43.34158635101024,-34.35473102809374,142.318135618803,43.36433939005196,-35.00157026146553,142.2916108706712,43.33641786950966,-33.06262282281568,142.3178434956277,43.32400179346912,-35.0,5.0,6457558.906020008,0.38463152261095657,33.52301835247531
643.0,142.1914790653222,43.38216041567599,-25.655682866019557,142.1732383169786,43.37123946041278,-24.31203350435953,142.2098285074601,43.37019490847795,-27.01634344677404,142.1913703715279,43.40504687813722,-25.6386716469251,5.0,7648555.824015689,0.3041908801759144,33.621953820447565
644.0,142.00587789732705,43.350963761814256,-11.899387276323372,142.0026051074496,43.37244254467954,-11.65410684849303,141.9924567332151,43.34392116358314,-10.90081151334198,142.0225718513165,43.33652757718009,-13.14324346713511,5.0,5708085.846791254,0.05888942476067859,33.81647328605038
645.0,142.08764853045366,43.39537698549565,-17.966240464992552,142.0646860334355,43.4052756378643,-16.2609211805202,142.0913868779285,43.37564032921077,-18.24914201977481,142.106872679997,43.40521498941188,-19.38865819468265,5.0,7613285.610991184,0.22476689818364523,33.70863114917222
646.0,142.00186100065085,43.39437121222221,-11.59515813474051,141.9804370619177,43.40535034937298,-10.0,142.0026051074496,43.37244254467954,-11.65410684849303,142.0225408325852,43.40532074261411,-13.1313675557285,5.0,8456173.628192624,0.12674166020309247,33.79135055001776
647.0,142.29903115020795,43.35543264933789,-33.59970586971758,142.2873469611496,43.36554068845205,-32.73492452487153,142.2916108706712,43.33641786950966,-33.06262282281568,142.318135618803,43.36433939005196,-35.00157026146553,5.0,5420167.352588938,0.37076267021602816,33.51620774361321
648.0,142.1290596473258,43.3939683279811,-21.034859007084986,142.106872679997,43.40521498941188,-19.38865819468265,142.1312054743556,43.3715512430693,-21.20134291353497,142.1491007876248,43.40513875146212,-22.51457591303733,5.0,8650493.31274332,0.2638365607237189,33.66727583515874
649.0,141.9843234833118,43.383460075545635,-9.959280195017831,141.9804370619177,43.40535034937298,-10.0,141.9699282805681,43.37258733258439,-8.223733736560462,142.0026051074496,43.37244254467954,-11.65410684849303,5.0,7949145.2427527625,348.95225474306966,43.928907778091485
650.0,142.1712364920438,43.39380836333737,-24.155093688107318,142.1491007876248,43.40513875146212,-22.51457591303733,142.1732383169786,43.37123946041278,-24.31203350435953,142.1913703715279,43.40504687813722,-25.6386716469251,5.0,8711361.52593566,0.308764977233467,33.62593724468196
651.0,142.08751605702327,43.334128607470085,-17.98366321032275,142.1122181838208,43.3351267208804,-19.80297648319902,142.0759084139537,43.3474402277739,-17.10633928507832,142.0744215732953,43.31981887375593,-17.04167386269091,5.0,6214520.827733158,1.2643361227766083,33.56323345875248
652.0,142.00814228478438,43.32965138310876,-12.094626198705555,142.0225718513165,43.33652757718009,-13.14324346713511,141.9924567332151,43.34392116358314,-10.90081151334198,142.0093982698216,43.30850540856302,-12.23982361563958,5.0,5733148.43617545,1.9231650296570793,33.62084295540633
653.0,142.13220754284941,43.3466753434464,-21.281576775712892,142.1122181838208,43.3351267208804,-19.80297648319902,142.1531989703718,43.3333480663895,-22.84041093040469,142.1312054743556,43.3715512430693,-21.20134291353497,5.0,9310776.827632306,0.18562317358572533,33.697164822147585
654.0,142.17485745976174,43.32615528431423,-24.487466911740132,142.1531989703718,43.3333480663895,-22.84041093040469,142.1807617794416,43.30962439994079,-25.01359040996067,142.1906116294718,43.33549338661239,-25.60839939485504,5.0,5784970.350563603,4.075391936380611,33.82854468829621
655.0,142.11160351203497,43.360772764386816,-19.751153805502934,142.0913868779285,43.37564032921077,-18.24914201977481,142.1122181838208,43.3351267208804,-19.80297648319902,142.1312054743556,43.3715512430693,-21.20134291353497,5.0,9318160.440358626,0.1888632723460664,33.70005697632368
656.0,142.10982167742702,43.38413552056398,-19.61304770933081,142.0913868779285,43.37564032921077,-18.24914201977481,142.1312054743556,43.3715512430693,-21.20134291353497,142.106872679997,43.40521498941188,-19.38865819468265,5.0,7566711.321074139,0.21384696741352133,33.69891361081669
657.0,142.07240423993764,43.3631059469598,-16.842782708111674,142.0499174279307,43.36623728389474,-15.1728668194819,142.0759084139537,43.3474402277739,-17.10633928507832,142.0913868779285,43.37564032921077,-18.24914201977481,5.0,6248741.208030634,0.16932203313036262,33.74115075517558
658.0,142.09317115856766,43.35273575928836,-18.386152596017382,142.0913868779285,43.37564032921077,-18.24914201977481,142.0759084139537,43.3474402277739,-17.10633928507832,142.1122181838208,43.3351267208804,-19.80297648319902,5.0,7411701.320050056,0.1557031356173339,33.729613993095896
659.0,142.04151338612257,43.34614735732125,-14.550600440072841,142.0225718513165,43.33652757718009,-13.14324346713511,142.0520508791205,43.3356772108889,-15.33569103360151,142.0499174279307,43.36623728389474,-15.1728668194819,5.0,5492656.232188916,0.10490305710171352,33.790155804489096
660.0,142.20991556575197,43.34625919450867,-27.031116556864315,142.229306560324,43.33308928843568,-28.46860682896386,142.2098285074601,43.37019490847795,-27.01634344677404,142.1906116294718,43.33549338661239,-25.60839939485504,5.0,8461215.360302772,0.2701585156387946,33.62128333845247
661.0,142.11145434837968,43.31362033988731,-19.853936774962676,142.1122181838208,43.3351267208804,-19.80297648319902,142.0979038173785,43.30499986109331,-18.88008937990253,142.1242410439398,43.30073443768823,-20.87874446178648,5.0,5247483.627287193,3.8376803262999277,34.099152134812535
662.0,142.2575323840914,43.396330032052276,-30.522756866810898,142.2336814467643,43.40493932347648,-28.76094270395515,142.2628816772728,43.379234731244,-30.92594150871628,142.2760340282371,43.40481604143634,-31.88138638776127,5.0,6597678.708824535,0.41254044172553545,33.543317462231954
663.0,142.2460914586476,43.38296581659097,-29.686219655427823,142.2417112519057,43.36472339505244,-29.37177475361204,142.2628816772728,43.379234731244,-30.92594150871628,142.2336814467643,43.40493932347648,-28.76094270395515,5.0,5888311.2280767,0.3628137309846223,33.56320687279508
664.0,142.19122615130348,43.35897591850104,-25.64559211532954,142.1906116294718,43.33549338661239,-25.60839939485504,142.2098285074601,43.37019490847795,-27.01634344677404,142.1732383169786,43.37123946041278,-24.31203350435953,5.0,7855356.308398961,0.2713774955461981,33.6223096864309
665.0,142.25052223192586,43.33531015630101,-30.03541927493764,142.229306560324,43.33308928843568,-28.46860682896386,142.2600093977372,43.32407678500201,-30.7442403347377,142.2622507377164,43.34876439546534,-30.89341066111137,5.0,4741611.22863133,0.518433665417186,33.63153361574878
666.0,142.19455475601475,43.31764858763477,-25.997644795469267,142.1906116294718,43.33549338661239,-25.60839939485504,142.1807617794416,43.30962439994079,-25.01359040996067,142.2122908591308,43.30782797635111,-27.37094458159208,5.0,5098442.549772086,4.116481931230105,33.89171657351275
667.0,142.24442284998204,43.34885902631782,-29.57793074789576,142.2417112519057,43.36472339505244,-29.37177475361204,142.229306560324,43.33308928843568,-28.46860682896386,142.2622507377164,43.34876439546534,-30.89341066111137,5.0,5160131.781632349,0.29753532410725664,33.5821900681933
668.0,142.2804028565124,43.35024098447568,-32.2303193362662,142.2622507377164,43.34876439546534,-30.89341066111137,142.2916108706712,43.33641786950966,-33.06262282281568,142.2873469611496,43.36554068845205,-32.73492452487153,5.0,4881477.333017147,0.36041318670985123,33.54736880456264
669.0,142.27756141350196,43.32110723423597,-32.10565198536369,142.2916108706712,43.33641786950966,-33.06262282281568,142.2600093977372,43.32407678500201,-30.7442403347377,142.2810639720974,43.30282704819624,-32.5100927985377,5.0,5765728.168242191,5.618950129336597,34.599086453145055
670.0,142.27129033537494,43.336419683325666,-31.56675793955492,142.2622507377164,43.34876439546534,-30.89341066111137,142.2600093977372,43.32407678500201,-30.7442403347377,142.2916108706712,43.33641786950966,-33.06262282281568,5.0,4576302.108288431,0.4988227382091144,33.52112734431232
671.0,142.22694877322994,43.35600253065535,-28.285575009783315,142.2417112519057,43.36472339505244,-29.37177475361204,142.2098285074601,43.37019490847795,-27.01634344677404,142.229306560324,43.33308928843568,-28.46860682896386,5.0,6552612.650060064,0.3049789016850851,33.591075116564944
672.0,141.98019955928044,43.334766190678216,-9.61055348266109,141.9924567332151,43.34392116358314,-10.90081151334198,141.9699525273386,43.34367959306993,-8.231272645163699,141.9781894172876,43.31669781538159,-9.69957628947759,5.0,4886546.249227553,8.683031268828367,47.24371150459165
673.0,142.25561455563164,43.36424084058726,-30.397042307813233,142.2622507377164,43.34876439546534,-30.89341066111137,142.2628816772728,43.379234731244,-30.92594150871628,142.2417112519057,43.36472339505244,-29.37177475361204,5.0,3868988.668202002,0.3567117475764677,33.56125398320067
674.0,142.05929224033494,43.34978490751919,-15.871632379387242,142.0520508791205,43.3356772108889,-15.33569103360151,142.0759084139537,43.3474402277739,-17.10633928507832,142.0499174279307,43.36623728389474,-15.1728668194819,5.0,4604825.365365041,0.10941663689619617,33.76106202100783
675.0,142.27082645871292,43.36451327172046,-31.518092231566396,142.2873469611496,43.36554068845205,-32.73492452487153,142.2628816772728,43.379234731244,-30.92594150871628,142.2622507377164,43.34876439546534,-30.89341066111137,5.0,4586874.474144448,0.356234152848434,33.54606466766105
676.0,142.28578127874377,43.39624258619022,-32.60244263215918,142.2760340282371,43.40481604143634,-31.88138638776127,142.2628816772728,43.379234731244,-30.92594150871628,142.3184281307214,43.40467698589032,-35.0,5.0,6599508.183967122,0.36700466897264544,33.50184932058883
677.0,142.22891894767073,43.24235994700683,-29.214467664513602,142.2329875503054,43.2278758346561,-29.65889507558768,142.247798468538,43.2516638517373,-30.54494470092868,142.2059708241688,43.2475401546271,-27.43956321702444,5.0,5750820.722375749,7.249553043903031,34.293457609649955
678.0,142.2421156824574,43.17403781194446,-31.329504625972124,142.2388055106119,43.19544553523097,-30.41029948628238,142.2280125289475,43.1629549826569,-30.68969653690419,142.2595290078129,43.1637129179455,-32.8885178547298,5.0,6214108.090996974,24.42277592842719,34.87999767082099
679.0,142.22671682653115,43.259464724517535,-28.888767431814813,142.2059708241688,43.2475401546271,-27.43956321702444,142.247798468538,43.2516638517373,-30.54494470092868,142.2263811868866,43.27919016718822,-28.68179437749131,5.0,7629804.12056887,6.989947428525726,34.26611824546836
680.0,142.21447596820528,43.22684266479999,-28.269100363225636,142.2044695301416,43.20511200511677,-27.70884279706479,142.2329875503054,43.2278758346561,-29.65889507558768,142.2059708241688,43.2475401546271,-27.43956321702444,5.0,7256940.344594052,6.8064718304229315,34.40797302356209
681.0,142.19559769531705,43.22500553342755,-26.855892119817327,142.2059708241688,43.2475401546271,-27.43956321702444,142.1763527316408,43.22236444053878,-25.41927034536275,142.2044695301416,43.20511200511677,-27.70884279706479,5.0,7537104.798773212,6.7872044560990314,34.51569222401838
682.0,142.29014545444443,43.19810256001582,-34.27150928856099,142.3023032895449,43.21551984714038,-35.00382677471771,142.2709975650637,43.19942908164046,-32.81070109096618,142.2971355087246,43.17935875126663,-34.99999999999909,5.0,6478820.521861337,8.054402815239602,34.47315253070976
683.0,142.03449806455217,43.26034569077393,-14.345885493381807,142.0524672618255,43.26407620193503,-15.69543781293669,142.0203581864784,43.27707089101568,-13.19623397432406,142.0306687453526,43.23988997937106,-14.14598469288467,5.0,6548369.641933949,3.3575129562820436,34.423201675816394
684.0,142.2824247685327,43.21555394620859,-33.506937002571554,142.2739734509895,43.23171290984492,-32.70628314203077,142.2709975650637,43.19942908164046,-32.81070109096618,142.3023032895449,43.21551984714038,-35.00382677471771,5.0,5935095.394645038,7.696375962616599,34.355926474783686
685.0,142.06945117545743,43.21588759625769,-17.569875158795487,142.0589499583194,43.23092854910698,-16.37530295418037,142.0617241009482,43.1966100238269,-17.68059413262927,142.0876794671047,43.22012421583918,-18.65372838957683,5.0,5732728.79833315,25.943069158609994,33.85558118252136
686.0,142.0991524752134,43.207038895652566,-19.92379934873134,142.0876794671047,43.22012421583918,-18.65372838957683,142.0913875514287,43.19168124063001,-19.96087222792085,142.1183904071068,43.20931123048852,-21.15679742869634,5.0,5074426.550353065,28.40735874970343,35.00785140866266
687.0,142.0397726380679,43.32531049360733,-14.461188873947627,142.0446951837667,43.30372669275302,-14.90463212110626,142.0520508791205,43.3356772108889,-15.33569103360151,142.0225718513165,43.33652757718009,-13.14324346713511,5.0,5790603.758779368,2.7803903223481377,33.785629596772
688.0,142.0175195553197,43.25629721279597,-13.064763671871335,142.0306687453526,43.23988997937106,-14.14598469288467,142.0203581864784,43.27707089101568,-13.19623397432406,142.001531734128,43.25193076800117,-11.85207234840527,5.0,5961951.605820537,3.1166995748832957,34.755007178473065
689.0,142.08026370649387,43.2028051600987,-18.765064916708983,142.0876794671047,43.22012421583918,-18.65372838957683,142.0617241009482,43.1966100238269,-17.68059413262927,142.0913875514287,43.19168124063001,-19.96087222792085,5.0,5090288.403651244,27.430402588920934,35.65775349575518
690.0,142.18282021931657,43.24248060248758,-25.737093374565728,142.1661371021401,43.25753721229686,-24.35244656130999,142.1763527316408,43.22236444053878,-25.41927034536275,142.2059708241688,43.2475401546271,-27.43956321702444,5.0,8004236.448054987,6.385859869559158,34.315358359996225
691.0,142.16346655020183,43.31117701958397,-23.737519613558714,142.1564389007921,43.29055859242165,-23.35855750031078,142.1807617794416,43.30962439994079,-25.01359040996067,142.1531989703718,43.3333480663895,-22.84041093040469,5.0,6695495.781299106,5.127203445914813,33.474504240211516
692.0,142.18571889265579,43.204631320685415,-26.427988981156584,142.2044695301416,43.20511200511677,-27.70884279706479,142.1763527316408,43.22236444053878,-25.41927034536275,142.1763344161849,43.1864175164007,-26.15585380104221,5.0,6037892.154972442,16.603828999225676,32.87677168515837
693.0,142.29458464919938,43.23297116541752,-34.238404094518046,142.3074772070637,43.25168073926725,-35.00510236680566,142.2739734509895,43.23171290984492,-32.70628314203077,142.3023032895449,43.21551984714038,-35.00382677471771,5.0,6819850.603402882,8.116227789457785,34.27755228330557
694.0,142.30385491328585,43.30489007987001,-34.171306524418775,142.3178434956277,43.32400179346912,-35.0,142.2810639720974,43.30282704819624,-32.5100927985377,142.3126572721324,43.28784139794467,-35.00382677471862,5.0,7452467.540687577,8.24228476397247,33.882352107111096
695.0,142.16202265694844,43.237283261757284,-24.206191858010243,142.1435781370644,43.2319481324362,-22.84685866735799,142.1763527316408,43.22236444053878,-25.41927034536275,142.1661371021401,43.25753721229686,-24.35244656130999,5.0,6528188.138897932,6.177037321427131,34.55074417141396
696.0,142.300440707873,43.269699321142326,-34.289231654942945,142.3126572721324,43.28784139794467,-35.00382677471862,142.2811876444229,43.26957582621505,-32.85876582330457,142.3074772070637,43.25168073926725,-35.00510236680566,5.0,6394238.870461634,8.178868622195603,34.060462009500604
697.0,142.29163629621755,43.28674809078532,-33.457561798853625,142.2810639720974,43.30282704819624,-32.5100927985377,142.2811876444229,43.26957582621505,-32.85876582330457,142.3126572721324,43.28784139794467,-35.00382677471862,5.0,6413568.834764711,7.846675361924858,33.93951539205376
698.0,142.03917354402355,43.281624595234575,-14.59876796945567,142.0446951837667,43.30372669275302,-14.90463212110626,142.0203581864784,43.27707089101568,-13.19623397432406,142.0524672618255,43.26407620193503,-15.69543781293669,5.0,7230840.909544864,3.8441345913493854,34.34761174678991
699.0,141.99334814010808,43.32304146250925,-10.946737139486382,142.0093982698216,43.30850540856302,-12.23982361563958,141.9924567332151,43.34392116358314,-10.90081151334198,141.9781894172876,43.31669781538159,-9.69957628947759,5.0,6179778.018034695,359.095860609178,36.336366996044234
700.0,142.20737639122356,43.26931153903379,-27.3500242808074,142.2059708241688,43.2475401546271,-27.43956321702444,142.2263811868866,43.27919016718822,-28.68179437749131,142.1897771626153,43.28120429528602,-25.92871524790644,5.0,7361869.433894745,6.820241553147487,34.10376154592529
701.0,142.0031951122099,43.27186558790199,-11.908595402220877,142.001531734128,43.25193076800117,-11.85207234840527,142.0203581864784,43.27707089101568,-13.19623397432406,141.9876954160233,43.28659510468911,-10.6774798839333,5.0,6181859.556933882,2.6438610302537193,34.42673673041647
702.0,142.28754610082535,43.25098982510908,-33.52338377738033,142.3074772070637,43.25168073926725,-35.00510236680566,142.2811876444229,43.26957582621505,-32.85876582330457,142.2739734509895,43.23171290984492,-32.70628314203077,5.0,6905037.478430732,7.779554245222003,34.15194371779644
703.0,142.13801538796722,43.28596301737264,-22.016438236997903,142.1564389007921,43.29055859242165,-23.35855750031078,142.1242410439398,43.30073443768823,-20.87874446178648,142.1333662191697,43.26659602200802,-21.81201274889645,5.0,6170053.935710386,5.638504241183614,34.032080430104514
704.0,142.1288909949314,43.246260312999745,-21.621696288916308,142.1435781370644,43.2319481324362,-22.84685866735799,142.1333662191697,43.26659602200802,-21.81201274889645,142.1097286285601,43.24023678455503,-20.20621745049448,5.0,6736653.445615757,5.554215251483332,34.561840310590846
705.0,142.1872950296414,43.262093887403324,-25.90690834208029,142.1661371021401,43.25753721229686,-24.35244656130999,142.2059708241688,43.2475401546271,-27.43956321702444,142.1897771626153,43.28120429528602,-25.92871524790644,5.0,7262876.720574965,6.545266388050924,34.305425187821456
706.0,142.10526616759054,43.22322407696091,-20.005581089589217,142.0876794671047,43.22012421583918,-18.65372838957683,142.1183904071068,43.20931123048852,-21.15679742869634,142.1097286285601,43.24023678455503,-20.20621745049448,5.0,5375875.629421075,6.385095243228557,35.37464755165217
707.0,142.15198074070065,43.271563942242175,-23.174338936839074,142.1661371021401,43.25753721229686,-24.35244656130999,142.1564389007921,43.29055859242165,-23.35855750031078,142.1333662191697,43.26659602200802,-21.81201274889645,5.0,6122088.053591082,6.0470918570394945,34.274406769224434
708.0,142.14769381945806,43.25202712224702,-23.003772659188144,142.1435781370644,43.2319481324362,-22.84685866735799,142.1661371021401,43.25753721229686,-24.35244656130999,142.1333662191697,43.26659602200802,-21.81201274889645,5.0,6425244.443326616,5.786676551711426,34.29476664108038
709.0,142.0653370400476,43.302986113319115,-16.457714157206887,142.0768943630808,43.2854127734484,-17.42683648782349,142.0744215732953,43.31981887375593,-17.04167386269091,142.0446951837667,43.30372669275302,-14.90463212110626,5.0,6524624.398462434,4.421793635178392,34.10448139601069
710.0,142.24468492519574,43.231995274063586,-30.501620173290878,142.2329875503054,43.2278758346561,-29.65889507558768,142.2532687567438,43.21644613579735,-31.30102074335628,142.247798468538,43.2516638517373,-30.54494470092868,5.0,4021117.139026617,7.3570902699694125,34.40285369723885
711.0,142.2254208636863,43.20947779166795,-29.259345786311616,142.2388055106119,43.19544553523097,-30.41029948628238,142.2329875503054,43.2278758346561,-29.65889507558768,142.2044695301416,43.20511200511677,-27.70884279706479,5.0,6544479.383134365,7.153126228976383,34.57306340048031
